COUNTY,PREC_y,PREC_x
Fulton,"FULTON, 10H1","FULTON, 10H1"
Fulton,"FULTON, 10H2","FULTON, 10H2"
Fulton,"FULTON, 10I","FULTON, 10I"
Fulton,"FULTON, 10J","FULTON, 10J"
Fulton,"FULTON, 10K","FULTON, 10K"
Fulton,"FULTON, 10M","FULTON, 10M"
Fulton,"FULTON, 10P","FULTON, 10P"
Fulton,"FULTON, 10R","FULTON, 10R"
Fulton,"FULTON, 11B","FULTON, 11B"
Fulton,"FULTON, 11C","FULTON, 11C"
Fulton,"FULTON, 11E1","FULTON, 11E1"
Fulton,"FULTON, 11E2","FULTON, 11E2"
Fulton,"FULTON, 11E3","FULTON, 11E3"
Fulton,"FULTON, 11G","FULTON, 11G"
Fulton,"FULTON, 11H","FULTON, 11H"
Fulton,"FULTON, 11J","FULTON, 11J"
Fulton,"FULTON, 11K","FULTON, 11K"
Fulton,"FULTON, 11M","FULTON, 11M"
Fulton,"FULTON, 11N","FULTON, 11N"
Fulton,"FULTON, 11P","FULTON, 11P"
Fulton,"FULTON, 11R","FULTON, 11R"
Fulton,"FULTON, 12A","FULTON, 12A"
Fulton,"FULTON, 12D","FULTON, 12D"
Fulton,"FULTON, 12E1","FULTON, 12E1"
Fulton,"FULTON, 12F","FULTON, 12F"
Fulton,"FULTON, 12G","FULTON, 12G"
Fulton,"FULTON, 12H1","FULTON, 12H1"
Fulton,"FULTON, 12H2","FULTON, 12H2"
Fulton,"FULTON, 12I","FULTON, 12I"
Fulton,"FULTON, 12J","FULTON, 12J"
Fulton,"FULTON, 12K","FULTON, 12K"
Fulton,"FULTON, 12L","FULTON, 12L"
Fulton,"FULTON, 12M","FULTON, 12M"
Fulton,"FULTON, 12N","FULTON, 12N"
Fulton,"FULTON, 12S","FULTON, 12S"
Fulton,"FULTON, AP01A","FULTON, AP01A"
Fulton,"FULTON, AP01B","FULTON, AP01B"
Fulton,"FULTON, AP01C","FULTON, AP01C"
Fulton,"FULTON, AP01D","FULTON, AP01D"
Fulton,"FULTON, AP021","FULTON, AP021"
Fulton,"FULTON, AP022","FULTON, AP022"
Fulton,"FULTON, AP02B","FULTON, AP02B"
Fulton,"FULTON, AP03","FULTON, AP03"
Fulton,"FULTON, AP04A","FULTON, AP04A"
Fulton,"FULTON, AP04B","FULTON, AP04B"
Fulton,"FULTON, AP05","FULTON, AP05"
Fulton,"FULTON, AP06","FULTON, AP06"
Fulton,"FULTON, AP07A","FULTON, AP07A"
Fulton,"FULTON, AP07B","FULTON, AP07B"
Fulton,"FULTON, AP09A","FULTON, AP09A"
Fulton,"FULTON, AP09B","FULTON, AP09B"
Fulton,"FULTON, AP10","FULTON, AP10"
Fulton,"FULTON, AP12A","FULTON, AP12A"
Fulton,"FULTON, AP12B","FULTON, AP12B"
Fulton,"FULTON, AP12C","FULTON, AP12C"
Fulton,"FULTON, AP14","FULTON, AP14"
Fulton,"FULTON, CH01","FULTON, CH01"
Fulton,"FULTON, CH02","FULTON, CH02"
Fulton,"FULTON, CH03","FULTON, CH03"
Fulton,"FULTON, CH04A","FULTON, CH04A"
Fulton,"FULTON, CH05","FULTON, CH05"
Fulton,"FULTON, CP011","FULTON, CP011"
Fulton,"FULTON, CP012","FULTON, CP012"
Fulton,"FULTON, CP01B","FULTON, CP01B"
Fulton,"FULTON, CP02","FULTON, CP02"
Fulton,"FULTON, CP04A","FULTON, CP04A"
Fulton,"FULTON, CP04B","FULTON, CP04B"
Fulton,"FULTON, CP051","FULTON, CP051"
Fulton,"FULTON, CP05B","FULTON, CP05B"
Fulton,"FULTON, CP06A","FULTON, CP06A"
Fulton,"FULTON, CP07B","FULTON, CP07B"
Fulton,"FULTON, CP07C","FULTON, CP07C"
Fulton,"FULTON, CP07D","FULTON, CP07D"
Fulton,"FULTON, CP07E","FULTON, CP07E"
Fulton,"FULTON, CP07F","FULTON, CP07F"
Fulton,"FULTON, CP081","FULTON, CP081"
Fulton,"FULTON, CP083","FULTON, CP083"
Fulton,"FULTON, CP084","FULTON, CP084"
Fulton,"FULTON, CP08A","FULTON, CP08A"
Fulton,"FULTON, EP01A","FULTON, EP01A"
Fulton,"FULTON, EP01B","FULTON, EP01B"
Fulton,"FULTON, EP02A","FULTON, EP02A"
Fulton,"FULTON, EP02B","FULTON, EP02B"
Fulton,"FULTON, EP02C","FULTON, EP02C"
Fulton,"FULTON, EP02D","FULTON, EP02D"
Fulton,"FULTON, EP02E","FULTON, EP02E"
Fulton,"FULTON, EP03A","FULTON, EP03A"
Fulton,"FULTON, EP03B","FULTON, EP03B"
Fulton,"FULTON, EP04A","FULTON, EP04A"
Fulton,"FULTON, EP04B","FULTON, EP04B"
Fulton,"FULTON, FA01A","FULTON, FA01A"
Fulton,"FULTON, FA01B","FULTON, FA01B"
Fulton,"FULTON, FA01C","FULTON, FA01C"
Fulton,"FULTON, HP01","FULTON, HP01"
Fulton,"FULTON, JC01","FULTON, JC01"
Fulton,"FULTON, JC02","FULTON, JC02"
Fulton,"FULTON, JC03A","FULTON, JC03A"
Fulton,"FULTON, JC03B","FULTON, JC03B"
Fulton,"FULTON, JC04A","FULTON, JC04A"
Fulton,"FULTON, JC04B","FULTON, JC04B"
Fulton,"FULTON, JC05","FULTON, JC05"
Fulton,"FULTON, JC06","FULTON, JC06"
Fulton,"FULTON, JC07","FULTON, JC07"
Fulton,"FULTON, JC08","FULTON, JC08"
Fulton,"FULTON, JC09","FULTON, JC09"
Fulton,"FULTON, JC10","FULTON, JC10"
Fulton,"FULTON, JC11","FULTON, JC11"
Fulton,"FULTON, JC12","FULTON, JC12"
Fulton,"FULTON, JC13A","FULTON, JC13A"
Fulton,"FULTON, JC13B","FULTON, JC13B"
Fulton,"FULTON, JC14","FULTON, JC14"
Fulton,"FULTON, JC15","FULTON, JC15"
Fulton,"FULTON, JC16","FULTON, JC16"
Fulton,"FULTON, JC18","FULTON, JC18"
Fulton,"FULTON, JC19","FULTON, JC19"
Fulton,"FULTON, ML011","FULTON, ML011"
Fulton,"FULTON, ML012","FULTON, ML012"
Fulton,"FULTON, ML01B","FULTON, ML01B"
Fulton,"FULTON, ML021","FULTON, ML021"
Fulton,"FULTON, ML022","FULTON, ML022"
Fulton,"FULTON, ML023","FULTON, ML023"
Fulton,"FULTON, ML024","FULTON, ML024"
Fulton,"FULTON, ML03","FULTON, ML03"
Fulton,"FULTON, ML04A","FULTON, ML04A"
Fulton,"FULTON, ML04B","FULTON, ML04B"
Fulton,"FULTON, ML04C","FULTON, ML04C"
Fulton,"FULTON, ML05A","FULTON, ML05A"
Fulton,"FULTON, ML05B","FULTON, ML05B"
Fulton,"FULTON, ML05C","FULTON, ML05C"
Fulton,"FULTON, ML06A","FULTON, ML06A"
Fulton,"FULTON, ML06B","FULTON, ML06B"
Fulton,"FULTON, ML071","FULTON, ML071"
Fulton,"FULTON, ML072","FULTON, ML072"
Fulton,"FULTON, ML07A","FULTON, ML07A"
Fulton,"FULTON, MP01","FULTON, MP01"
Fulton,"FULTON, PA01","FULTON, PA01"
Fulton,"FULTON, RW01","FULTON, RW01"
Fulton,"FULTON, RW02","FULTON, RW02"
Fulton,"FULTON, RW03","FULTON, RW03"
Fulton,"FULTON, RW04","FULTON, RW04"
Fulton,"FULTON, RW05","FULTON, RW05"
Fulton,"FULTON, RW06","FULTON, RW06"
Fulton,"FULTON, RW07A","FULTON, RW07A"
Fulton,"FULTON, RW07B","FULTON, RW07B"
Fulton,"FULTON, RW08","FULTON, RW08"
Fulton,"FULTON, RW09","FULTON, RW09"
Fulton,"FULTON, RW10","FULTON, RW10"
Fulton,"FULTON, RW11A","FULTON, RW11A"
Fulton,"FULTON, RW12","FULTON, RW12"
Fulton,"FULTON, RW13","FULTON, RW13"
Fulton,"FULTON, RW16","FULTON, RW16"
Fulton,"FULTON, RW17","FULTON, RW17"
Fulton,"FULTON, RW19","FULTON, RW19"
Fulton,"FULTON, RW20","FULTON, RW20"
Fulton,"FULTON, RW21","FULTON, RW21"
Fulton,"FULTON, RW22A","FULTON, RW22A"
Fulton,"FULTON, SC01A","FULTON, SC01A"
Fulton,"FULTON, SC01B","FULTON, SC01B"
Fulton,"FULTON, SC01C","FULTON, SC01C"
Fulton,"FULTON, SC01D","FULTON, SC01D"
Fulton,"FULTON, SC02","FULTON, SC02"
Fulton,"FULTON, SC04","FULTON, SC04"
Fulton,"FULTON, SC05A","FULTON, SC05A"
Fulton,"FULTON, SC05B","FULTON, SC05B"
Fulton,"FULTON, SC05D","FULTON, SC05D"
Fulton,"FULTON, SC05E","FULTON, SC05E"
Fulton,"FULTON, SC07A","FULTON, SC07A"
Fulton,"FULTON, SC07C","FULTON, SC07C"
Fulton,"FULTON, SC08B","FULTON, SC08B"
Fulton,"FULTON, SC08C","FULTON, SC08C"
Fulton,"FULTON, SC08D","FULTON, SC08D"
Fulton,"FULTON, SC08E","FULTON, SC08E"
Fulton,"FULTON, SC08F","FULTON, SC08F"
Fulton,"FULTON, SC08G","FULTON, SC08G"
Fulton,"FULTON, SC08H","FULTON, SC08H"
Fulton,"FULTON, SC09A","FULTON, SC09A"
Fulton,"FULTON, SC09B","FULTON, SC09B"
Fulton,"FULTON, SC09C","FULTON, SC09C"
Fulton,"FULTON, SC10","FULTON, SC10"
Fulton,"FULTON, SC11A","FULTON, SC11A"
Fulton,"FULTON, SC11B","FULTON, SC11B"
Fulton,"FULTON, SC13","FULTON, SC13"
Fulton,"FULTON, SC14A","FULTON, SC14A"
Fulton,"FULTON, SC14B","FULTON, SC14B"
Fulton,"FULTON, SC15","FULTON, SC15"
Fulton,"FULTON, SC16A","FULTON, SC16A"
Fulton,"FULTON, SC16B","FULTON, SC16B"
Fulton,"FULTON, SC17A","FULTON, SC17A"
Fulton,"FULTON, SC17B","FULTON, SC17B"
Fulton,"FULTON, SC17C","FULTON, SC17C"
Fulton,"FULTON, SC18A","FULTON, SC18A"
Fulton,"FULTON, SC18B","FULTON, SC18B"
Fulton,"FULTON, SC18C","FULTON, SC18C"
Fulton,"FULTON, SC19A","FULTON, SC19A"
Fulton,"FULTON, SC19B","FULTON, SC19B"
Fulton,"FULTON, SC20","FULTON, SC20"
Fulton,"FULTON, SC211","FULTON, SC211"
Fulton,"FULTON, SC212","FULTON, SC212"
Fulton,"FULTON, SC23A","FULTON, SC23A"
Fulton,"FULTON, SC23B","FULTON, SC23B"
Fulton,"FULTON, SC23C","FULTON, SC23C"
Fulton,"FULTON, SC27","FULTON, SC27"
Fulton,"FULTON, SC29A","FULTON, SC29A"
Fulton,"FULTON, SC30A","FULTON, SC30A"
Fulton,"FULTON, SC30B","FULTON, SC30B"
Fulton,"FULTON, SS01","FULTON, SS01"
Fulton,"FULTON, SS02A","FULTON, SS02A"
Fulton,"FULTON, SS02B","FULTON, SS02B"
Fulton,"FULTON, SS03","FULTON, SS03"
Fulton,"FULTON, SS04","FULTON, SS04"
Fulton,"FULTON, SS05","FULTON, SS05"
Fulton,"FULTON, SS06","FULTON, SS06"
Fulton,"FULTON, SS07A","FULTON, SS07A"
Fulton,"FULTON, SS07B","FULTON, SS07B"
Fulton,"FULTON, SS07C","FULTON, SS07C"
Fulton,"FULTON, SS08A","FULTON, SS08A"
Fulton,"FULTON, SS08B","FULTON, SS08B"
Fulton,"FULTON, SS08C","FULTON, SS08C"
Fulton,"FULTON, SS08D","FULTON, SS08D"
Fulton,"FULTON, SS09A","FULTON, SS09A"
Fulton,"FULTON, SS09B","FULTON, SS09B"
Fulton,"FULTON, SS11A","FULTON, SS11A"
Fulton,"FULTON, SS11B","FULTON, SS11B"
Fulton,"FULTON, SS11C","FULTON, SS11C"
Fulton,"FULTON, SS11D","FULTON, SS11D"
Fulton,"FULTON, SS12","FULTON, SS12"
Fulton,"FULTON, SS13A","FULTON, SS13A"
Fulton,"FULTON, SS13B","FULTON, SS13B"
Fulton,"FULTON, SS14","FULTON, SS14"
Fulton,"FULTON, SS15A","FULTON, SS15A"
Fulton,"FULTON, SS15B","FULTON, SS15B"
Fulton,"FULTON, SS16","FULTON, SS16"
Fulton,"FULTON, SS17","FULTON, SS17"
Fulton,"FULTON, SS18A","FULTON, SS18A"
Fulton,"FULTON, SS18B","FULTON, SS18B"
Fulton,"FULTON, SS19A","FULTON, SS19A"
Fulton,"FULTON, SS19B","FULTON, SS19B"
Fulton,"FULTON, SS20","FULTON, SS20"
Fulton,"FULTON, SS22","FULTON, SS22"
Fulton,"FULTON, SS26","FULTON, SS26"
Fulton,"FULTON, SS29A","FULTON, SS29A"
Fulton,"FULTON, SS31","FULTON, SS31"
Fulton,"FULTON, UC01A","FULTON, UC01A"
Fulton,"FULTON, UC01B","FULTON, UC01B"
Fulton,"FULTON, UC01D","FULTON, UC01D"
Fulton,"FULTON, UC01E","FULTON, UC01E"
Fulton,"FULTON, UC02A","FULTON, UC02A"
Fulton,"FULTON, UC02B","FULTON, UC02B"
Fulton,"FULTON, UC031","FULTON, UC031"
Fulton,"FULTON, UC032","FULTON, UC032"
Gilmer,"GILMER, BIG CREEK","GILMER, BIG CREEK"
Gilmer,"GILMER, BOARDTOWN","GILMER, BOARDTOWN"
Gilmer,"GILMER, CARTECAY","GILMER, CARTECAY"
Gilmer,"GILMER, CHERRY LOG","GILMER, CHERRY LOG"
Gilmer,"GILMER, EAST ELLIJAY","GILMER, EAST ELLIJAY"
Gilmer,"GILMER, ELLIJAY NORTH","GILMER, ELLIJAY NORTH"
Gilmer,"GILMER, ELLIJAY NORTHEAST","GILMER, ELLIJAY NORTHEAST"
Gilmer,"GILMER, ELLIJAY SOUTH","GILMER, ELLIJAY SOUTH"
Gilmer,"GILMER, LEACHES","GILMER, LEACHES"
Gilmer,"GILMER, MOUNTAINTOWN","GILMER, MOUNTAINTOWN"
Gilmer,"GILMER, TAILS CREEK","GILMER, TAILS CREEK"
Gilmer,"GILMER, TOWN CREEK","GILMER, TOWN CREEK"
Gilmer,"GILMER, YUKON","GILMER, YUKON"
Glascock,"GLASCOCK, EDGEHILL","GLASCOCK, EDGEHILL"
Glascock,"GLASCOCK, GIBSON","GLASCOCK, GIBSON"
Glascock,"GLASCOCK, MILL","GLASCOCK, MILL"
Glascock,"GLASCOCK, MITCHELL","GLASCOCK, MITCHELL"
Glynn,"GLYNN, BALLARD COMPLEX","GLYNN, BALLARD COMMUNITY BUILDING"
Glynn,"GLYNN, BLYTHE ISLAND BAPTIST CHURCH","GLYNN, BLYTHE ISLAND BAPTIST CHURCH"
Glynn,"GLYNN, BURROUGHS","GLYNN, BURROUGHS MOLETTE"
Glynn,"GLYNN, C B GREER SCHOOL","GLYNN, C B GREER SCHOOL"
Glynn,"GLYNN, CAREER ACADEMY","GLYNN, CAREER ACADEMY"
Glynn,"GLYNN, CHRISTIAN RENEWAL","GLYNN, CHRISTIAN RENEWAL"
Glynn,"GLYNN, COLLEGE PLACE","GLYNN, COLLEGE PLACE"
Glynn,"GLYNN, FIRST BAPTIST","GLYNN, FIRST BAPTIST"
Glynn,"GLYNN, HOWARD COFFIN PARK","GLYNN, HOWARD COFFIN PARK"
Glynn,"GLYNN, JEKYLL ISLAND","GLYNN, JEKYLL ISLAND"
Glynn,"GLYNN, MARSHES OF GLYNN","GLYNN, MARSHES OF GLYNN"
Glynn,"GLYNN, NORTHSIDE CHURCH","GLYNN, NORTHSIDE CHURCH"
Glynn,"GLYNN, OGLETHORPE POINT","GLYNN, OGLETHORPE POINT"
Glynn,"GLYNN, SATILLA MARSH SCHOOL","GLYNN, SATILLA MARSH SCHOOL"
Glynn,"GLYNN, SE BAPTIST BLDG","GLYNN, SE BAPTIST BLDG"
Glynn,"GLYNN, SELDEN PARK","GLYNN, SELDEN PARK"
Glynn,"GLYNN, ST WILLIAMS CHURCH","GLYNN, ST WILLIAMS CHURCH"
Glynn,"GLYNN, STERLING CHURCH OF GOD","GLYNN, STERLING CH. OF GOD"
Glynn,"GLYNN, STERLING ELEM SCHOOL","GLYNN, STERLING ELEMENTARY"
Glynn,"GLYNN, THE CHAPEL","GLYNN, THE CHAPEL"
Gordon,"GORDON, CALHOUN CITY","GORDON, CALHOUN CITY"
Gordon,"GORDON, FAIRMOUNT","GORDON, FAIRMOUNT"
Gordon,"GORDON, GORDON COUNTY","GORDON, GORDON COUNTY"
Gordon,"GORDON, LILY POND","GORDON, LILY POND"
Gordon,"GORDON, OAKMAN","GORDON, OAKMAN"
Gordon,"GORDON, OOSTANAULA","GORDON, OOSTANAULA"
Gordon,"GORDON, PINE CHAPEL","GORDON, PINE CHAPEL"
Gordon,"GORDON, PLAINVILLE","GORDON, PLAINVILLE"
Gordon,"GORDON, RED BUD","GORDON, RED BUD"
Gordon,"GORDON, RESACA","GORDON, RESACA"
Gordon,"GORDON, SONORAVILLE","GORDON, SONORAVILLE"
Gordon,"GORDON, SUGAR VALLEY","GORDON, SUGAR VALLEY"
Grady,"GRADY, BLOWING CAVE","GRADY, BLOWING CAVE"
Grady,"GRADY, CAIRO 4TH DISTRICT","GRADY, CAIRO 4TH DISTR"
Grady,"GRADY, CAIRO 5TH DISTRICT","GRADY, CAIRO 5TH DISTR"
Grady,"GRADY, DUNCANVILLE","GRADY, DUNCANVILLE"
Grady,"GRADY, HIGDON","GRADY, HIGDON"
Grady,"GRADY, LIMESINK","GRADY, LIMESINK"
Grady,"GRADY, MIDWAY","GRADY, MIDWAY"
Grady,"GRADY, PINE PARK","GRADY, PINE PARK"
Grady,"GRADY, RAGAN","GRADY, RAGAN"
Grady,"GRADY, SPENCE","GRADY, SPENCE"
Grady,"GRADY, SPRING HILL","GRADY, SPRING HILL"
Grady,"GRADY, WHIGHAM","GRADY, WHIGHAM"
Grady,"GRADY, WOODLAND","GRADY, WOODLAND"
Greene,"GREENE, GREENSBORO","GREENE, GREENSBORO"
Greene,"GREENE, OLD SALEM","GREENE, OLD SALEM"
Greene,"GREENE, SILOAM","GREENE, SILOAM"
Greene,"GREENE, UNION POINT","GREENE, UNION POINT"
Greene,"GREENE, WHITE PLAINS","GREENE, WHITE PLAINS"
Gwinnett,"GWINNETT, BAYCREEK A","GWINNETT, BAYCREEK A"
Gwinnett,"GWINNETT, BAYCREEK B","GWINNETT, BAYCREEK B"
Gwinnett,"GWINNETT, BAYCREEK C","GWINNETT, BAYCREEK C"
Gwinnett,"GWINNETT, BAYCREEK D","GWINNETT, BAYCREEK D"
Gwinnett,"GWINNETT, BAYCREEK E","GWINNETT, BAYCREEK E"
Gwinnett,"GWINNETT, BAYCREEK F","GWINNETT, BAYCREEK F"
Gwinnett,"GWINNETT, BAYCREEK G","GWINNETT, BAYCREEK G"
Gwinnett,"GWINNETT, BAYCREEK H","GWINNETT, BAYCREEK H"
Gwinnett,"GWINNETT, BAYCREEK I","GWINNETT, BAYCREEK I"
Gwinnett,"GWINNETT, BAYCREEK J","GWINNETT, BAYCREEK J"
Gwinnett,"GWINNETT, BAYCREEK K","GWINNETT, BAYCREEK K"
Gwinnett,"GWINNETT, BERKSHIRE A","GWINNETT, BERKSHIRE A"
Gwinnett,"GWINNETT, BERKSHIRE B","GWINNETT, BERKSHIRE B"
Gwinnett,"GWINNETT, BERKSHIRE D","GWINNETT, BERKSHIRE D"
Gwinnett,"GWINNETT, BERKSHIRE E","GWINNETT, BERKSHIRE E"
Gwinnett,"GWINNETT, BERKSHIRE F","GWINNETT, BERKSHIRE F"
Gwinnett,"GWINNETT, BERKSHIRE G","GWINNETT, BERKSHIRE G"
Gwinnett,"GWINNETT, BERKSHIRE H","GWINNETT, BERKSHIRE H"
Gwinnett,"GWINNETT, BERKSHIRE J","GWINNETT, BERKSHIRE J"
Gwinnett,"GWINNETT, BERKSHIRE L","GWINNETT, BERKSHIRE L"
Gwinnett,"GWINNETT, BERKSHIRE M","GWINNETT, BERKSHIRE M"
Gwinnett,"GWINNETT, BERKSHIRE N","GWINNETT, BERKSHIRE N"
Gwinnett,"GWINNETT, BERKSHIRE O","GWINNETT, BERKSHIRE O"
Gwinnett,"GWINNETT, BERKSHIRE P","GWINNETT, BERKSHIRE P"
Gwinnett,"GWINNETT, BERKSHIRE Q","GWINNETT, BERKSHIRE Q"
Gwinnett,"GWINNETT, CATES A","GWINNETT, CATES A"
Gwinnett,"GWINNETT, CATES B","GWINNETT, CATES B"
Gwinnett,"GWINNETT, CATES C","GWINNETT, CATES C"
Gwinnett,"GWINNETT, CATES D (M)","GWINNETT, CATES D"
Gwinnett,"GWINNETT, CATES E","GWINNETT, CATES E"
Gwinnett,"GWINNETT, CATES F","GWINNETT, CATES F"
Gwinnett,"GWINNETT, CATES G","GWINNETT, CATES G"
Gwinnett,"GWINNETT, CATES H","GWINNETT, CATES H"
Gwinnett,"GWINNETT, CATES I","GWINNETT, CATES I"
Gwinnett,"GWINNETT, CATES J","GWINNETT, CATES J"
Gwinnett,"GWINNETT, CATES K","GWINNETT, CATES K"
Gwinnett,"GWINNETT, CATES L","GWINNETT, CATES L"
Gwinnett,"GWINNETT, CATES M","GWINNETT, CATES M"
Gwinnett,"GWINNETT, CATES N","GWINNETT, CATES N"
Gwinnett,"GWINNETT, CATES O","GWINNETT, CATES O"
Gwinnett,"GWINNETT, DACULA","GWINNETT, DACULA"
Gwinnett,"GWINNETT, DULUTH A","GWINNETT, DULUTH A"
Gwinnett,"GWINNETT, DULUTH B","GWINNETT, DULUTH B"
Gwinnett,"GWINNETT, DULUTH C","GWINNETT, DULUTH C"
Gwinnett,"GWINNETT, DULUTH D","GWINNETT, DULUTH D"
Gwinnett,"GWINNETT, DULUTH E","GWINNETT, DULUTH E"
Gwinnett,"GWINNETT, DULUTH F","GWINNETT, DULUTH F"
Gwinnett,"GWINNETT, DULUTH G","GWINNETT, DULUTH G"
Gwinnett,"GWINNETT, DULUTH H","GWINNETT, DULUTH H"
Gwinnett,"GWINNETT, DULUTH I","GWINNETT, DULUTH I"
Gwinnett,"GWINNETT, DULUTH K","GWINNETT, DULUTH K"
Gwinnett,"GWINNETT, DUNCANS A","GWINNETT, DUNCANS A"
Gwinnett,"GWINNETT, DUNCANS B","GWINNETT, DUNCANS B"
Gwinnett,"GWINNETT, DUNCANS C","GWINNETT, DUNCANS C"
Gwinnett,"GWINNETT, DUNCANS D","GWINNETT, DUNCANS D"
Gwinnett,"GWINNETT, GARNERS A","GWINNETT, GARNERS A"
Gwinnett,"GWINNETT, GARNERS B","GWINNETT, GARNERS B"
Gwinnett,"GWINNETT, GARNERS C","GWINNETT, GARNERS C"
Gwinnett,"GWINNETT, GARNERS D","GWINNETT, GARNERS D"
Gwinnett,"GWINNETT, GARNERS F","GWINNETT, GARNERS F"
Gwinnett,"GWINNETT, GOODWINS A","GWINNETT, GOODWINS A"
Gwinnett,"GWINNETT, GOODWINS B","GWINNETT, GOODWINS B"
Gwinnett,"GWINNETT, GOODWINS C","GWINNETT, GOODWINS C"
Gwinnett,"GWINNETT, GOODWINS D","GWINNETT, GOODWINS D"
Gwinnett,"GWINNETT, GOODWINS E","GWINNETT, GOODWINS E"
Gwinnett,"GWINNETT, GOODWINS F","GWINNETT, GOODWINS F"
Gwinnett,"GWINNETT, GOODWINS G","GWINNETT, GOODWINS G"
Gwinnett,"GWINNETT, GOODWINS H","GWINNETT, GOODWINS H"
Gwinnett,"GWINNETT, GOODWINS I","GWINNETT, GOODWINS I"
Gwinnett,"GWINNETT, HARBINS A","GWINNETT, HARBINS A"
Gwinnett,"GWINNETT, HARBINS B","GWINNETT, HARBINS B"
Gwinnett,"GWINNETT, HARBINS C","GWINNETT, HARBINS C"
Gwinnett,"GWINNETT, HOG MOUNTAIN A","GWINNETT, HOG MOUNTAIN A"
Gwinnett,"GWINNETT, HOG MOUNTAIN B","GWINNETT, HOG MOUNTAIN B"
Gwinnett,"GWINNETT, HOG MOUNTAIN C","GWINNETT, HOG MOUNTAIN C"
Gwinnett,"GWINNETT, HOG MOUNTAIN D","GWINNETT, HOG MOUNTAIN D"
Gwinnett,"GWINNETT, LAWRENCEVILLE A","GWINNETT, LAWRENCEVILLE A"
Gwinnett,"GWINNETT, LAWRENCEVILLE B","GWINNETT, LAWRENCEVILLE B"
Gwinnett,"GWINNETT, LAWRENCEVILLE C","GWINNETT, LAWRENCEVILLE C"
Gwinnett,"GWINNETT, LAWRENCEVILLE D","GWINNETT, LAWRENCEVILLE D"
Gwinnett,"GWINNETT, LAWRENCEVILLE E","GWINNETT, LAWRENCEVILLE E"
Gwinnett,"GWINNETT, LAWRENCEVILLE F","GWINNETT, LAWRENCEVILLE F"
Gwinnett,"GWINNETT, LAWRENCEVILLE G","GWINNETT, LAWRENCEVILLE G"
Gwinnett,"GWINNETT, LAWRENCEVILLE H","GWINNETT, LAWRENCEVILLE H"
Gwinnett,"GWINNETT, LAWRENCEVILLE I","GWINNETT, LAWRENCEVILLE I"
Gwinnett,"GWINNETT, LAWRENCEVILLE J","GWINNETT, LAWRENCEVILLE J"
Gwinnett,"GWINNETT, LAWRENCEVILLE K","GWINNETT, LAWRENCEVILLE K"
Gwinnett,"GWINNETT, LAWRENCEVILLE L","GWINNETT, LAWRENCEVILLE L"
Gwinnett,"GWINNETT, LAWRENCEVILLE M","GWINNETT, LAWRENCEVILLE M"
Gwinnett,"GWINNETT, LAWRENCEVILLE N","GWINNETT, LAWRENCEVILLE N"
Gwinnett,"GWINNETT, MARTINS A","GWINNETT, MARTINS A"
Gwinnett,"GWINNETT, MARTINS B","GWINNETT, MARTINS B"
Gwinnett,"GWINNETT, MARTINS C","GWINNETT, MARTINS C"
Gwinnett,"GWINNETT, MARTINS D","GWINNETT, MARTINS D"
Gwinnett,"GWINNETT, MARTINS E","GWINNETT, MARTINS E"
Gwinnett,"GWINNETT, MARTINS F","GWINNETT, MARTINS F"
Gwinnett,"GWINNETT, MARTINS G","GWINNETT, MARTINS G"
Gwinnett,"GWINNETT, MARTINS H","GWINNETT, MARTINS H"
Gwinnett,"GWINNETT, MARTINS I","GWINNETT, MARTINS I"
Gwinnett,"GWINNETT, MARTINS J","GWINNETT, MARTINS J"
Gwinnett,"GWINNETT, MARTINS K","GWINNETT, MARTINS K"
Gwinnett,"GWINNETT, PINCKNEYVILLE A","GWINNETT, PINKCNEYVILLE A"
Gwinnett,"GWINNETT, PINCKNEYVILLE A1","GWINNETT, PINCKNEYVILLE A1"
Gwinnett,"GWINNETT, PINCKNEYVILLE B","GWINNETT, PINCKNEYVILLE B"
Gwinnett,"GWINNETT, PINCKNEYVILLE C","GWINNETT, PINCKNEYVILLE C"
Gwinnett,"GWINNETT, PINCKNEYVILLE D","GWINNETT, PINCKNEYVILLE D"
Gwinnett,"GWINNETT, PINCKNEYVILLE E","GWINNETT, PINCKNEYVILLE E"
Gwinnett,"GWINNETT, PINCKNEYVILLE F","GWINNETT, PINCKNEYVILLE F"
Gwinnett,"GWINNETT, PINCKNEYVILLE H","GWINNETT, PINCKNEYVILLE H"
Gwinnett,"GWINNETT, PINCKNEYVILLE I","GWINNETT, PINCKNEYVILLE I"
Gwinnett,"GWINNETT, PINCKNEYVILLE J","GWINNETT, PINCKNEYVILLE J"
Gwinnett,"GWINNETT, PINCKNEYVILLE K","GWINNETT, PINCKNEYVILLE K"
Gwinnett,"GWINNETT, PINCKNEYVILLE L","GWINNETT, PINCKNEYVILLE L"
Gwinnett,"GWINNETT, PINCKNEYVILLE M","GWINNETT, PINCKNEYVILLE M"
Gwinnett,"GWINNETT, PINCKNEYVILLE N","GWINNETT, PINCKNEYVILLE N"
Gwinnett,"GWINNETT, PINCKNEYVILLE O","GWINNETT, PINCKNEYVILLE O"
Gwinnett,"GWINNETT, PINCKNEYVILLE P","GWINNETT, PINCKNEYVILLE P"
Gwinnett,"GWINNETT, PINCKNEYVILLE Q","GWINNETT, PINCKNEYVILLE Q"
