county,precinct,PRES20D,PRES20L,PRES20R,PREC
Fulton,JC16,1108,27,976,"FULTON, JC16"
Fulton,JC18,1146,34,1151,"FULTON, JC18"
Fulton,JC19,1794,59,1362,"FULTON, JC19"
Fulton,ML01A,1078,38,1236,"FULTON, ML01A"
Fulton,ML01B,206,7,346,"FULTON, ML01B"
Fulton,ML02A,679,28,1397,"FULTON, ML02A"
Fulton,ML02B,568,26,960,"FULTON, ML02B"
Fulton,ML03,1114,35,1902,"FULTON, ML03"
Fulton,ML03A,64,1,146,"FULTON, ML03A"
Fulton,ML04,1075,29,1576,"FULTON, ML04"
Fulton,ML05,1869,32,1794,"FULTON, ML05"
Fulton,ML06A,939,18,446,"FULTON, ML06A"
Fulton,ML06B,1431,28,774,"FULTON, ML06B"
Fulton,ML07A,235,9,411,"FULTON, ML07A"
Fulton,ML07B,476,15,841,"FULTON, ML07B"
Fulton,MP01,189,7,180,"FULTON, MP01"
Fulton,PA01,1393,26,411,"FULTON, PA01"
Fulton,RW01,1928,50,2276,"FULTON, RW01"
Fulton,RW02,1737,70,1523,"FULTON, RW02"
Fulton,RW03,2038,44,1347,"FULTON, RW03"
Fulton,RW04,883,20,650,"FULTON, RW04"
Fulton,RW05,1220,28,615,"FULTON, RW05"
Fulton,RW06,1335,43,934,"FULTON, RW06"
Fulton,RW07A,754,15,145,"FULTON, RW07A"
Fulton,RW07B,203,9,74,"FULTON, RW07B"
Fulton,RW08,823,26,1008,"FULTON, RW08"
Fulton,RW09,1641,52,2229,"FULTON, RW09"
Fulton,RW09A,491,19,802,"FULTON, RW09A"
Fulton,RW10,1347,55,1599,"FULTON, RW10"
Fulton,RW11A,1154,26,900,"FULTON, RW11A"
Fulton,RW12,1723,49,1849,"FULTON, RW12"
Fulton,RW12A,724,22,818,"FULTON, RW12A"
Fulton,RW13,1583,57,1329,"FULTON, RW13"
Fulton,RW16,804,25,856,"FULTON, RW16"
Fulton,RW17,1351,53,765,"FULTON, RW17"
Fulton,RW19,801,30,950,"FULTON, RW19"
Fulton,RW20,1119,29,1045,"FULTON, RW20"
Fulton,RW21,1186,41,1420,"FULTON, RW21"
Fulton,RW22A,2040,50,1100,"FULTON, RW22A"
Fulton,SC01A,50,0,3,"FULTON, SC01A"
Fulton,SC01B,1557,7,49,"FULTON, SC01B"
Fulton,SC01C,1599,11,60,"FULTON, SC01C"
Fulton,SC02,1031,5,33,"FULTON, SC02"
Fulton,SC04,527,7,208,"FULTON, SC04"
Fulton,SC05A,458,3,16,"FULTON, SC05A"
Fulton,SC05B,2443,16,93,"FULTON, SC05B"
Fulton,SC05D,1829,9,80,"FULTON, SC05D"
Fulton,SC05E,399,3,74,"FULTON, SC05E"
Fulton,SC07A,3028,26,365,"FULTON, SC07A"
Fulton,SC07C,11,1,1,"FULTON, SC07C"
Fulton,SC07D,1060,10,48,"FULTON, SC07D"
Fulton,SC08B,2442,20,124,"FULTON, SC08B"
Fulton,SC08C,71,0,0,"FULTON, SC08C"
Fulton,SC08D,345,5,11,"FULTON, SC08D"
Fulton,SC08E,413,9,17,"FULTON, SC08E"
Fulton,SC08F,420,4,14,"FULTON, SC08F"
Fulton,SC08G,3,0,0,"FULTON, SC08G"
Fulton,SC08H,0,0,0,"FULTON, SC08H"
Fulton,SC09A,943,9,46,"FULTON, SC09A"
Fulton,SC09B,1202,11,46,"FULTON, SC09B"
Fulton,SC09C,998,12,54,"FULTON, SC09C"
Fulton,SC10,768,5,49,"FULTON, SC10"
Fulton,SC11A,960,5,44,"FULTON, SC11A"
Fulton,SC11B,959,8,51,"FULTON, SC11B"
Fulton,SC13,1904,11,115,"FULTON, SC13"
Fulton,SC14A,474,6,32,"FULTON, SC14A"
Fulton,SC15,3049,18,176,"FULTON, SC15"
Fulton,SC15A,1546,3,40,"FULTON, SC15A"
Fulton,SC16A,3600,17,108,"FULTON, SC16A"
Fulton,SC17A,43,0,1,"FULTON, SC17A"
Fulton,SC17B,4,0,1,"FULTON, SC17B"
Fulton,SC17C,732,8,45,"FULTON, SC17C"
Fulton,SC18A,380,3,13,"FULTON, SC18A"
Fulton,SC18B,654,3,24,"FULTON, SC18B"
Fulton,SC18C,1507,5,72,"FULTON, SC18C"
Fulton,SC19A,134,1,7,"FULTON, SC19A"
Fulton,SC19B,786,8,37,"FULTON, SC19B"
Fulton,SC20,1964,14,55,"FULTON, SC20"
Fulton,SC211,1212,9,62,"FULTON, SC211"
Fulton,SC212,2537,32,176,"FULTON, SC212"
Fulton,SC23A,2085,17,90,"FULTON, SC23A"
Fulton,SC23B,334,2,22,"FULTON, SC23B"
Fulton,SC23C,1467,7,68,"FULTON, SC23C"
Fulton,SC27,1342,10,62,"FULTON, SC27"
Fulton,SC29A,1776,16,74,"FULTON, SC29A"
Fulton,SC30A,114,1,7,"FULTON, SC30A"
Fulton,SC30B,575,6,22,"FULTON, SC30B"
Fulton,SS01,1807,51,2038,"FULTON, SS01"
Fulton,SS02A,564,20,331,"FULTON, SS02A"
Fulton,SS02B,684,14,231,"FULTON, SS02B"
Fulton,SS03,741,20,473,"FULTON, SS03"
Fulton,SS04,1799,36,895,"FULTON, SS04"
Fulton,SS05,864,24,692,"FULTON, SS05"
Fulton,SS06,776,16,625,"FULTON, SS06"
Fulton,SS07A,527,8,471,"FULTON, SS07A"
Fulton,SS07B,370,4,195,"FULTON, SS07B"
Fulton,SS07C,299,10,230,"FULTON, SS07C"
Fulton,SS08A,911,26,381,"FULTON, SS08A"
Fulton,SS08B,308,3,252,"FULTON, SS08B"
Fulton,SS08C,345,7,152,"FULTON, SS08C"
Fulton,SS08D,717,16,310,"FULTON, SS08D"
Fulton,SS09A,1300,34,1273,"FULTON, SS09A"
Fulton,SS09B,1545,25,1399,"FULTON, SS09B"
Fulton,SS11A,1785,47,936,"FULTON, SS11A"
Fulton,SS11B,655,10,235,"FULTON, SS11B"
Fulton,SS11C,161,5,33,"FULTON, SS11C"
Fulton,SS11D,172,8,145,"FULTON, SS11D"
Fulton,SS12,1302,20,942,"FULTON, SS12"
Fulton,SS13A,855,22,653,"FULTON, SS13A"
Fulton,SS13B,541,14,368,"FULTON, SS13B"
Fulton,SS14,500,12,665,"FULTON, SS14"
Fulton,SS15A,1273,18,238,"FULTON, SS15A"
Fulton,SS15B,756,26,344,"FULTON, SS15B"
Fulton,SS16,905,32,833,"FULTON, SS16"
Fulton,SS17,1471,24,1253,"FULTON, SS17"
Fulton,SS18A,297,7,247,"FULTON, SS18A"
Fulton,SS18B,100,1,99,"FULTON, SS18B"
Fulton,SS19A,1530,40,494,"FULTON, SS19A"
Fulton,SS19B,1222,28,443,"FULTON, SS19B"
Fulton,SS20,1059,23,449,"FULTON, SS20"
Fulton,SS22,1082,19,691,"FULTON, SS22"
Fulton,SS26,1791,41,382,"FULTON, SS26"
Fulton,SS29A,1316,25,729,"FULTON, SS29A"
Fulton,SS31,777,18,504,"FULTON, SS31"
Fulton,UC01A,1859,18,120,"FULTON, UC01A"
Fulton,UC01B,216,2,13,"FULTON, UC01B"
Fulton,UC01D,0,0,0,"FULTON, UC01D"
Fulton,UC01E,374,2,19,"FULTON, UC01E"
Fulton,UC02A,3648,20,181,"FULTON, UC02A"
Fulton,UC02B,15,0,5,"FULTON, UC02B"
Fulton,UC02C,1493,17,119,"FULTON, UC02C"
Fulton,UC031,1223,17,265,"FULTON, UC031"
Fulton,UC032,230,3,37,"FULTON, UC032"
Gilmer,Big Creek,205,16,917,"GILMER, BIG CREEK"
Gilmer,Boardtown,221,9,937,"GILMER, BOARDTOWN"
Gilmer,Cartecay,170,10,1055,"GILMER, CARTECAY"
Gilmer,Cherry Log,171,6,556,"GILMER, CHERRY LOG"
Gilmer,East Ellijay,227,9,1013,"GILMER, EAST ELLIJAY"
Gilmer,Ellijay North,215,17,1050,"GILMER, ELLIJAY NORTH"
Gilmer,Ellijay Northeast,270,14,1102,"GILMER, ELLIJAY NORTHEAST"
Gilmer,Ellijay South,504,15,1763,"GILMER, ELLIJAY SOUTH"
Gilmer,Leaches,392,27,1748,"GILMER, LEACHES"
Gilmer,Mountaintown,136,9,715,"GILMER, MOUNTAINTOWN"
Gilmer,Tails Creek,164,13,1036,"GILMER, TAILS CREEK"
Gilmer,Town Creek,119,12,726,"GILMER, TOWN CREEK"
Gilmer,Yukon,138,7,811,"GILMER, YUKON"
Glascock,Edgehill,11,0,109,"GLASCOCK, EDGEHILL"
Glascock,Gibson,58,5,442,"GLASCOCK, GIBSON"
Glascock,Mill,38,2,554,"GLASCOCK, MILL"
Glascock,Mitchell,48,1,298,"GLASCOCK, MITCHELL"
Glynn,Ballard,694,29,1289,"GLYNN, BALLARD"
Glynn,Blythe Island Baptist,334,17,1462,"GLYNN, BLYTHE ISLAND BAPTIST"
Glynn,Brookman,665,24,1725,"GLYNN, BROOKMAN"
Glynn,C B Greer School,725,29,1530,"GLYNN, C B GREER SCHOOL"
Glynn,Career Academy,579,39,1412,"GLYNN, CAREER ACADEMY"
Glynn,Christian Renewal,967,22,2089,"GLYNN, CHRISTIAN RENEWAL"
Glynn,College Place UMC,857,18,553,"GLYNN, COLLEGE PLACE UMC"
Glynn,First Baptist,1090,38,2312,"GLYNN, FIRST BAPTIST"
Glynn,Hampton River,697,26,1665,"GLYNN, HAMPTON RIVER"
Glynn,Howard Coffin Park,1160,32,639,"GLYNN, HOWARD COFFIN PARK"
Glynn,Jekyll Island,277,4,343,"GLYNN, JEKYLL ISLAND"
Glynn,Northside Baptist,1193,30,787,"GLYNN, NORTHSIDE BAPTIST"
Glynn,SE Baptist Bldg,382,20,908,"GLYNN, SE BAPTIST BLDG"
Glynn,Satilla Marshes,615,30,1427,"GLYNN, SATILLA MARSHES"
Glynn,Selden Park,465,4,194,"GLYNN, SELDEN PARK"
Glynn,St William Catholic Church,1122,42,2399,"GLYNN, ST WILLIAM CATHOLIC CHURCH"
Glynn,Sterling Church of God,835,27,1725,"GLYNN, STERLING CHURCH OF GOD"
Glynn,Sterling Elementary,736,21,2280,"GLYNN, STERLING ELEMENTARY"
Glynn,The Chapel,943,12,688,"GLYNN, THE CHAPEL"
Glynn,Urbana-Perry Parks,1543,25,189,"GLYNN, URBANA-PERRY PARKS"
Gordon,Calhoun City,1702,89,4233,"GORDON, CALHOUN CITY"
Gordon,Fairmount,148,17,1215,"GORDON, FAIRMOUNT"
Gordon,Gordon County,769,25,3227,"GORDON, GORDON COUNTY"
Gordon,Lily Pond,203,11,1097,"GORDON, LILY POND"
Gordon,Oakman,116,4,790,"GORDON, OAKMAN"
Gordon,Oostanaula,93,3,403,"GORDON, OOSTANAULA"
Gordon,Pine Chapel,84,7,644,"GORDON, PINE CHAPEL"
Gordon,Plainville,197,11,1118,"GORDON, PLAINVILLE"
Gordon,Red Bud,332,21,1703,"GORDON, RED BUD"
Gordon,Resaca,127,13,838,"GORDON, RESACA"
Gordon,Sonoraville,497,38,3246,"GORDON, SONORAVILLE"
Gordon,Sugar Valley,116,5,891,"GORDON, SUGAR VALLEY"
Grady,Blowing Cave,104,2,513,"GRADY, BLOWING CAVE"
Grady,Cairo 4th District,1269,7,298,"GRADY, CAIRO 4TH DISTRICT"
Grady,Cairo 5th District,740,9,985,"GRADY, CAIRO 5TH DISTRICT"
Grady,Duncanville,119,1,242,"GRADY, DUNCANVILLE"
Grady,Higdon,201,4,418,"GRADY, HIGDON"
Grady,Limesink,46,1,196,"GRADY, LIMESINK"
Grady,Midway,230,7,764,"GRADY, MIDWAY"
Grady,Pine Park,212,5,464,"GRADY, PINE PARK"
Grady,Ragan,103,1,261,"GRADY, RAGAN"
Grady,Spence,62,3,473,"GRADY, SPENCE"
Grady,Spring Hill,54,4,374,"GRADY, SPRING HILL"
Grady,Whigham,195,3,640,"GRADY, WHIGHAM"
Grady,Woodland,284,7,1406,"GRADY, WOODLAND"
Greene,Greensboro,1501,28,1287,"GREENE, GREENSBORO"
Greene,Old Salem,1421,50,4689,"GREENE, OLD SALEM"
Greene,Siloam,368,2,338,"GREENE, SILOAM"
Greene,Union Point,673,9,614,"GREENE, UNION POINT"
Greene,White Plains,125,2,140,"GREENE, WHITE PLAINS"
Gwinnett,BAYCREEK A,1041,36,1062,"GWINNETT, BAYCREEK A"
Gwinnett,BAYCREEK B,2998,46,1179,"GWINNETT, BAYCREEK B"
Gwinnett,BAYCREEK C,3086,53,1710,"GWINNETT, BAYCREEK C"
Gwinnett,BAYCREEK D,1922,52,1481,"GWINNETT, BAYCREEK D"
Gwinnett,BAYCREEK E,1425,28,839,"GWINNETT, BAYCREEK E"
Gwinnett,BAYCREEK F,2353,56,1003,"GWINNETT, BAYCREEK F"
Gwinnett,BAYCREEK G,3216,43,1332,"GWINNETT, BAYCREEK G"
Gwinnett,BAYCREEK H,3025,56,2229,"GWINNETT, BAYCREEK H"
Gwinnett,BAYCREEK I,2639,55,1408,"GWINNETT, BAYCREEK I"
Gwinnett,BAYCREEK J,2274,25,960,"GWINNETT, BAYCREEK J"
Gwinnett,BAYCREEK K,1697,41,1166,"GWINNETT, BAYCREEK K"
Gwinnett,BERKSHIRE A,1033,16,529,"GWINNETT, BERKSHIRE A"
Gwinnett,BERKSHIRE B,2589,42,1008,"GWINNETT, BERKSHIRE B"
Gwinnett,BERKSHIRE D,1293,49,895,"GWINNETT, BERKSHIRE D"
Gwinnett,BERKSHIRE E,767,24,789,"GWINNETT, BERKSHIRE E"
Gwinnett,BERKSHIRE F,873,28,564,"GWINNETT, BERKSHIRE F"
Gwinnett,BERKSHIRE G,1008,31,876,"GWINNETT, BERKSHIRE G"
Gwinnett,BERKSHIRE H,768,10,447,"GWINNETT, BERKSHIRE H"
Gwinnett,BERKSHIRE J,1150,22,990,"GWINNETT, BERKSHIRE J"
Gwinnett,BERKSHIRE L,1514,37,551,"GWINNETT, BERKSHIRE L"
Gwinnett,BERKSHIRE M,734,17,671,"GWINNETT, BERKSHIRE M"
Gwinnett,BERKSHIRE N,1275,33,1169,"GWINNETT, BERKSHIRE N"
Gwinnett,BERKSHIRE O,963,23,984,"GWINNETT, BERKSHIRE O"
Gwinnett,BERKSHIRE P,561,17,321,"GWINNETT, BERKSHIRE P"
Gwinnett,BERKSHIRE Q,652,19,626,"GWINNETT, BERKSHIRE Q"
Gwinnett,CATES A,762,36,949,"GWINNETT, CATES A"
Gwinnett,CATES B,531,25,639,"GWINNETT, CATES B"
Gwinnett,CATES C,1398,29,671,"GWINNETT, CATES C"
Gwinnett,CATES D,1637,30,1167,"GWINNETT, CATES D"
Gwinnett,CATES E,1287,45,1041,"GWINNETT, CATES E"
Gwinnett,CATES F,652,18,750,"GWINNETT, CATES F"
Gwinnett,CATES G,1133,25,1209,"GWINNETT, CATES G"
Gwinnett,CATES H,1779,22,710,"GWINNETT, CATES H"
Gwinnett,CATES I,1606,41,1123,"GWINNETT, CATES I"
Gwinnett,CATES J,1592,42,953,"GWINNETT, CATES J"
Gwinnett,CATES K,1138,26,970,"GWINNETT, CATES K"
Gwinnett,CATES L,1840,43,1126,"GWINNETT, CATES L"
Gwinnett,CATES M,1647,46,1533,"GWINNETT, CATES M"
Gwinnett,CATES N,831,31,1128,"GWINNETT, CATES N"
Gwinnett,CATES O,589,9,521,"GWINNETT, CATES O"
Gwinnett,DACULA,1976,50,1391,"GWINNETT, DACULA"
Gwinnett,DULUTH A,2301,68,1479,"GWINNETT, DULUTH A"
Gwinnett,DULUTH B,1312,32,1145,"GWINNETT, DULUTH B"
Gwinnett,DULUTH C,887,31,680,"GWINNETT, DULUTH C"
Gwinnett,DULUTH D,2076,39,1204,"GWINNETT, DULUTH D"
Gwinnett,DULUTH E,2372,42,965,"GWINNETT, DULUTH E"
Gwinnett,DULUTH F,2872,47,868,"GWINNETT, DULUTH F"
Gwinnett,DULUTH G,1146,43,1137,"GWINNETT, DULUTH G"
Gwinnett,DULUTH H,1167,37,894,"GWINNETT, DULUTH H"
Gwinnett,DULUTH I,1986,22,1825,"GWINNETT, DULUTH I"
Gwinnett,DULUTH K,1116,26,318,"GWINNETT, DULUTH K"
Gwinnett,DUNCANS A,1435,39,2326,"GWINNETT, DUNCANS A"
Gwinnett,DUNCANS B,1560,73,2641,"GWINNETT, DUNCANS B"
Gwinnett,DUNCANS C,891,40,1570,"GWINNETT, DUNCANS C"
Gwinnett,DUNCANS D,2054,68,3387,"GWINNETT, DUNCANS D"
Gwinnett,GARNERS A,1396,51,1321,"GWINNETT, GARNERS A"
Gwinnett,GARNERS B,1549,16,742,"GWINNETT, GARNERS B"
Gwinnett,GARNERS C,855,25,560,"GWINNETT, GARNERS C"
Gwinnett,GARNERS D,1807,30,537,"GWINNETT, GARNERS D"
Gwinnett,GARNERS F,746,18,604,"GWINNETT, GARNERS F"
Gwinnett,GOODWINS A,1622,36,1101,"GWINNETT, GOODWINS A"
Gwinnett,GOODWINS B,1443,59,1478,"GWINNETT, GOODWINS B"
Gwinnett,GOODWINS C,2609,43,1217,"GWINNETT, GOODWINS C"
Gwinnett,GOODWINS D,1658,52,1355,"GWINNETT, GOODWINS D"
Gwinnett,GOODWINS E,2190,73,1682,"GWINNETT, GOODWINS E"
Gwinnett,GOODWINS F,1325,37,877,"GWINNETT, GOODWINS F"
Gwinnett,GOODWINS G,1231,23,502,"GWINNETT, GOODWINS G"
Gwinnett,GOODWINS H,1143,36,850,"GWINNETT, GOODWINS H"
Gwinnett,GOODWINS I,1033,32,877,"GWINNETT, GOODWINS I"
Gwinnett,HARBINS A,2782,80,2405,"GWINNETT, HARBINS A"
Gwinnett,HARBINS B,1533,42,1919,"GWINNETT, HARBINS B"
Gwinnett,HARBINS C,1069,23,1160,"GWINNETT, HARBINS C"
Gwinnett,HOG MOUNTAIN A,2110,51,1326,"GWINNETT, HOG MOUNTAIN A"
Gwinnett,HOG MOUNTAIN B,1622,36,1883,"GWINNETT, HOG MOUNTAIN B"
Gwinnett,HOG MOUNTAIN C,1442,48,1566,"GWINNETT, HOG MOUNTAIN C"
Gwinnett,HOG MOUNTAIN D,1058,31,1192,"GWINNETT, HOG MOUNTAIN D"
Gwinnett,LAWRENCEVILLE A,1313,25,941,"GWINNETT, LAWRENCEVILLE A"
Gwinnett,LAWRENCEVILLE B,2428,30,1056,"GWINNETT, LAWRENCEVILLE B"
Gwinnett,LAWRENCEVILLE C,982,42,1174,"GWINNETT, LAWRENCEVILLE C"
Gwinnett,LAWRENCEVILLE D,2101,37,621,"GWINNETT, LAWRENCEVILLE D"
Gwinnett,LAWRENCEVILLE E,860,19,793,"GWINNETT, LAWRENCEVILLE E"
Gwinnett,LAWRENCEVILLE F,2077,34,681,"GWINNETT, LAWRENCEVILLE F"
Gwinnett,LAWRENCEVILLE G,1457,20,563,"GWINNETT, LAWRENCEVILLE G"
Gwinnett,LAWRENCEVILLE H,1692,52,1429,"GWINNETT, LAWRENCEVILLE H"
Gwinnett,LAWRENCEVILLE I,1368,41,774,"GWINNETT, LAWRENCEVILLE I"
Gwinnett,LAWRENCEVILLE J,1054,14,467,"GWINNETT, LAWRENCEVILLE J"
Gwinnett,LAWRENCEVILLE K,1327,39,1139,"GWINNETT, LAWRENCEVILLE K"
Gwinnett,LAWRENCEVILLE L,2201,34,1258,"GWINNETT, LAWRENCEVILLE L"
Gwinnett,LAWRENCEVILLE M,3651,58,1114,"GWINNETT, LAWRENCEVILLE M"
Gwinnett,LAWRENCEVILLE N,994,27,609,"GWINNETT, LAWRENCEVILLE N"
Gwinnett,MARTINS A,1521,19,516,"GWINNETT, MARTINS A"
Gwinnett,MARTINS B,1301,18,654,"GWINNETT, MARTINS B"
Gwinnett,MARTINS C,1092,26,682,"GWINNETT, MARTINS C"
Gwinnett,MARTINS D,1023,9,342,"GWINNETT, MARTINS D"
Gwinnett,MARTINS E,2766,41,474,"GWINNETT, MARTINS E"
Gwinnett,MARTINS F,1076,18,421,"GWINNETT, MARTINS F"
Gwinnett,MARTINS G,1065,23,437,"GWINNETT, MARTINS G"
Gwinnett,MARTINS H,2161,35,1171,"GWINNETT, MARTINS H"
Gwinnett,MARTINS I,1719,31,766,"GWINNETT, MARTINS I"
Gwinnett,MARTINS J,1948,28,514,"GWINNETT, MARTINS J"
Gwinnett,MARTINS K,2690,35,892,"GWINNETT, MARTINS K"
Gwinnett,PINCKNEYVILLE A,1283,12,362,"GWINNETT, PINCKNEYVILLE A"
Gwinnett,PINCKNEYVILLE A1,1041,36,1228,"GWINNETT, PINCKNEYVILLE A1"
Gwinnett,PINCKNEYVILLE B,1447,17,532,"GWINNETT, PINCKNEYVILLE B"
Gwinnett,PINCKNEYVILLE C,889,19,741,"GWINNETT, PINCKNEYVILLE C"
Gwinnett,PINCKNEYVILLE D,935,15,327,"GWINNETT, PINCKNEYVILLE D"
Gwinnett,PINCKNEYVILLE E,1017,20,277,"GWINNETT, PINCKNEYVILLE E"
Gwinnett,PINCKNEYVILLE F,1065,27,452,"GWINNETT, PINCKNEYVILLE F"
Gwinnett,PINCKNEYVILLE H,1980,42,1485,"GWINNETT, PINCKNEYVILLE H"
Gwinnett,PINCKNEYVILLE I,1154,20,434,"GWINNETT, PINCKNEYVILLE I"
Gwinnett,PINCKNEYVILLE J,1200,15,265,"GWINNETT, PINCKNEYVILLE J"
Gwinnett,PINCKNEYVILLE K,1694,23,489,"GWINNETT, PINCKNEYVILLE K"
Gwinnett,PINCKNEYVILLE L,898,38,1089,"GWINNETT, PINCKNEYVILLE L"
Gwinnett,PINCKNEYVILLE M,950,37,1265,"GWINNETT, PINCKNEYVILLE M"
Gwinnett,PINCKNEYVILLE N,1922,37,383,"GWINNETT, PINCKNEYVILLE N"
Gwinnett,PINCKNEYVILLE O,1461,26,480,"GWINNETT, PINCKNEYVILLE O"
Gwinnett,PINCKNEYVILLE P,972,26,649,"GWINNETT, PINCKNEYVILLE P"
Gwinnett,PINCKNEYVILLE Q,939,10,192,"GWINNETT, PINCKNEYVILLE Q"
Gwinnett,PINCKNEYVILLE S,1418,37,751,"GWINNETT, PINCKNEYVILLE S"
Gwinnett,PINCKNEYVILLE T,1257,45,802,"GWINNETT, PINCKNEYVILLE T"
Gwinnett,PINCKNEYVILLE U,955,12,528,"GWINNETT, PINCKNEYVILLE U"
Gwinnett,PINCKNEYVILLE V,665,19,420,"GWINNETT, PINCKNEYVILLE V"
Gwinnett,PINCKNEYVILLE W,1711,54,1069,"GWINNETT, PINCKNEYVILLE W"
Gwinnett,PINCKNEYVILLE X,1509,35,1130,"GWINNETT, PINCKNEYVILLE X"
Gwinnett,PINCKNEYVILLE Y,1393,13,371,"GWINNETT, PINCKNEYVILLE Y"
Gwinnett,PINCKNEYVILLE Z,722,28,873,"GWINNETT, PINCKNEYVILLE Z"
Gwinnett,PUCKETTS A,1562,81,2851,"GWINNETT, PUCKETTS A"
Gwinnett,PUCKETTS B,957,23,1391,"GWINNETT, PUCKETTS B"
Gwinnett,PUCKETTS C,1014,28,1383,"GWINNETT, PUCKETTS C"
Gwinnett,PUCKETTS D,1147,37,1531,"GWINNETT, PUCKETTS D"
Gwinnett,PUCKETTS E,2112,42,1754,"GWINNETT, PUCKETTS E"
Gwinnett,ROCKBRIDGE A,2202,26,539,"GWINNETT, ROCKBRIDGE A"
Gwinnett,ROCKBRIDGE B,2082,25,642,"GWINNETT, ROCKBRIDGE B"
Gwinnett,ROCKBRIDGE C,3055,28,664,"GWINNETT, ROCKBRIDGE C"
Gwinnett,ROCKBRIDGE D,2008,30,648,"GWINNETT, ROCKBRIDGE D"
Gwinnett,ROCKBRIDGE E,2311,40,620,"GWINNETT, ROCKBRIDGE E"
Gwinnett,ROCKBRIDGE F,3370,25,747,"GWINNETT, ROCKBRIDGE F"
Gwinnett,ROCKBRIDGE G,3251,35,712,"GWINNETT, ROCKBRIDGE G"
Gwinnett,ROCKYCREEK A,2139,66,2277,"GWINNETT, ROCKYCREEK A"
Gwinnett,ROCKYCREEK B,1758,71,1911,"GWINNETT, ROCKYCREEK B"
Gwinnett,ROCKYCREEK C,1793,58,1836,"GWINNETT, ROCKYCREEK C"
Gwinnett,SUGAR HILL A,1389,47,1598,"GWINNETT, SUGAR HILL A"
Gwinnett,SUGAR HILL B,1854,74,2087,"GWINNETT, SUGAR HILL B"
Gwinnett,SUGAR HILL C,1595,69,2225,"GWINNETT, SUGAR HILL C"
Gwinnett,SUGAR HILL D,1439,61,1796,"GWINNETT, SUGAR HILL D"
Gwinnett,SUGAR HILL E,1238,52,1373,"GWINNETT, SUGAR HILL E"
Gwinnett,SUGAR HILL F,1379,53,1568,"GWINNETT, SUGAR HILL F"
Gwinnett,SUGAR HILL G,891,32,1316,"GWINNETT, SUGAR HILL G"
Gwinnett,SUWANEE A,680,26,549,"GWINNETT, SUWANEE A"
Gwinnett,SUWANEE B,1818,59,1725,"GWINNETT, SUWANEE B"
Gwinnett,SUWANEE C,2190,55,1859,"GWINNETT, SUWANEE C"
Gwinnett,SUWANEE D,1627,53,2150,"GWINNETT, SUWANEE D"
Gwinnett,SUWANEE E,1541,50,1832,"GWINNETT, SUWANEE E"
Gwinnett,SUWANEE F,1550,41,1375,"GWINNETT, SUWANEE F"
Gwinnett,SUWANEE G,1676,50,1233,"GWINNETT, SUWANEE G"
Gwinnett,SUWANEE H,1203,44,1876,"GWINNETT, SUWANEE H"
Habersham,Amys Creek,250,8,1006,"HABERSHAM, AMYS CREEK"
Habersham,City of Baldwin,190,10,523,"HABERSHAM, CITY OF BALDWIN"
Habersham,Demorest,522,37,3098,"HABERSHAM, DEMOREST"
Habersham,Habersham North,1177,93,5752,"HABERSHAM, HABERSHAM NORTH"
Habersham,Habersham South,858,52,3267,"HABERSHAM, HABERSHAM SOUTH"
Habersham,Mud Creek,455,23,2588,"HABERSHAM, MUD CREEK"
Habersham,Town of Mt Airy,111,9,403,"HABERSHAM, TOWN OF MT AIRY"
Hall,Bark Camp,799,68,3391,"HALL, BARK CAMP"
Hall,Big Hickory,407,33,2602,"HALL, BIG HICKORY"
Hall,Candler,1178,57,2695,"HALL, CANDLER"
Hall,Chestatee,598,48,2273,"HALL, CHESTATEE"
Hall,Chicopee,987,41,1219,"HALL, CHICOPEE"
Hall,Clermont,281,38,2428,"HALL, CLERMONT"
Hall,Flowery Branch I,801,53,2424,"HALL, FLOWERY BRANCH I"
Hall,Flowery Branch II,693,51,1732,"HALL, FLOWERY BRANCH II"
Hall,Fork,549,28,2054,"HALL, FORK"
Hall,Friendship I,1834,94,5056,"HALL, FRIENDSHIP I"
Hall,Friendship II,585,36,1825,"HALL, FRIENDSHIP II"
Hall,Friendship III,900,51,2390,"HALL, FRIENDSHIP III"
Hall,Friendship IV,842,30,1957,"HALL, FRIENDSHIP IV"
Hall,Gainesville I,1018,53,1691,"HALL, GAINESVILLE I"
Hall,Gainesville II,1400,17,269,"HALL, GAINESVILLE II"
Hall,Gainesville III,1264,52,1217,"HALL, GAINESVILLE III"
Hall,Gainesville IV,753,37,952,"HALL, GAINESVILLE IV"
Hall,Gainesville V,362,24,547,"HALL, GAINESVILLE V"
Hall,Gillsville,130,8,755,"HALL, GILLSVILLE"
Hall,Glade,600,48,1870,"HALL, GLADE"
Hall,Lula,353,17,2067,"HALL, LULA"
Hall,Morgan I,572,45,2419,"HALL, MORGAN I"
Hall,Morgan II,1005,55,2398,"HALL, MORGAN II"
Hall,Oakwood I,690,28,978,"HALL, OAKWOOD I"
Hall,Oakwood II,720,42,2300,"HALL, OAKWOOD II"
Hall,Quillians,259,34,1924,"HALL, QUILLIANS"
Hall,Roberts,1025,57,3154,"HALL, ROBERTS"
Hall,Tadmore,1688,43,1787,"HALL, TADMORE"
Hall,West Whelchel,761,55,2369,"HALL, WEST WHELCHEL"
Hall,Whelchel,690,38,2514,"HALL, WHELCHEL"
Hall,Wilson,1287,41,2913,"HALL, WILSON"
